Data Training;Id Film;Sentimen
Komedinya garing, bosennn gitu mulu jadi malesss buat nontonnn ga ramee;4;Negatif
Gak pernah berkembang film comedy indonesia Sedih :( gitu aja bosen bikin garing;4;Negatif
Salah 1 film indonesia Terjelek yang pernah saya tonton, pemainnya sih bagus2,,,, entah cerita2 atau jalan ceritanya yang terlalu mengada2👎🏽 jadi bikin males buat nonton ga penting;4;Negatif
Ga lucu filmnya. Lucunya kelas murahan. Ga berbobot artis nya jelekkkk bikin garing;4;Negatif
sumpah.. gk ada bagus2nya..film komedinya MALES NONTON GA RAMEEE;4;Negatif
Dana nya berapa sih? Jelek bgt kalau ga ADA DANA JANGAN BUAT FILMMMM;4;Negatif
Gak lucu..GA RAMEEE;4;Negatif
Ga masuk akal filmnya GA RAMEEE;4;Negatif
lawakannya garing semua. melucu tapi gak lucu! Lucu diPAKSA WOI ;4;Negatif
kurang bagus bung, filmnya apa ini GA ADA RAMENYA MALES JELEK ;4;Negatif
Hahaha gua abis nonton kurang lucu soal nya tempat syuting nya cuma di pesawat doang garing broo KEHABISAN DANA ;4;Negatif
Jangan nonton. Sumpah nyesel gw nonton. Lawakan garing apalagi yg anak cewek itu, gayanya tua. Gak lucu. KEJEBAK NONTNNYA;4;Negatif
Nyesel gua nonton trailernya :v GARING SEMUA ISINYA;4;Negatif
Ah sudah lah..kualitan film indonesia makin lama makin turun ga layak ditonton;4;Negatif
sampah perfilman Indonesia komedi SAMPAH;4;Negatif
Sampah filmnya;4;Negatif
Wawww film mantapp kayanya harus nonton wajibbbbbbb;6;Positif
keren amat dah harus nonton film bagus;6;Positif
Menarik banget nih dan lebih bagus nih kayaknya dari yang pertama!! GW HARUSSS NONTONNNN;6;Positif
Filmnya real bagus banget.... Beda dengan horor rasuk pertama... Ini memang luarbiasa alur ceritanya...;6;Positif
kaya nya seru nih film horor nya jdi pengen nonton aja apa lagi pemain nya nikita willy.;6;Positif
Ga sabar pengen cepet lihat;6;Positif
Serem seru keren horornya;6;Positif
Semoga filmya sukses tembus berjuta juta aamiin;6;Positif
Keren banget nih nggak kalah keren dari yang pertama.Semoga sukses ya untuk RASUK 2!!;6;Positif
Ini bakal jadi film horor favorit ku❤️❤️❤️;6;Positif
Kayaknya lebih bagus dari yang pertama nih dan lebih mencekam.SUKSES BUAT RASUK 2!!!;6;Positif
Kemaren abis nonton. Gila keren banget akting kesurupannya nikita willy. Mantap;6;Positif
Waw keren,apalagi yg mainnya aktris multitalenta😚;6;Positif
Keren banget filmnya  dan berbeda dari film horror yang lain semoga film Rasuk 2 paling bagus di awal tahun 2020! SOALNYA RAME BANGET DAN HORROR NYA SEREM;6;Positif
ajib nonton nih keren dan pecah banget trailer nya dan penasaran banget akting nikita willy kerasukan!!;6;Positif
bagusss BANGEEETT nikita willy meraninnya keren banget pokoknya;6;Positif
Keren parah sih penasaran sama akting. Keserupuan nikita willy;6;Positif
Satu lagi film horror sampah;6;Negatif
Gak bermutu...gmpang di tebak jln critanya;6;Negatif
Selalu aja ada film sampah tiap bulan;6;Negatif
sama karya sebelah..🤦‍♂️🤦‍♂️ jadi males nonton;6;Negatif
Mau sampai kapan horror indo kayak gini mulu. Kecewa.;6;Negatif
klo ujung2 nya pemujaan lagi. Otomatis ga seru nih film;6;Negatif
Wkwkwkwk berasa gak nonton film baru;6;Negatif
Horor indonesia mah begini begini aja;6;Negatif
trailer ga nyambung dan yang pertama sama yang kedua semua ga seruuu;6;Negatif
ga seru mirip film barat ya;6;Negatif
Bosen film indo.. Yang begini begini saja.. Film tidak maju dan tidak bermutu.;6;Negatif
Film horor jelek 👎 males buat nontonnya juga garing;6;Negatif
jelek terus jalur ceritanya mirip sama sebelah jadi ga seruuu males nonton;6;Negatif
Film ga jelas anjirrr meniru semua dari segi ceritanya haha;6;Negatif
Apa gak ada artis lainnya kah? Dari jaman SD sampek sekarang sinetron tiap hari nikwil, film nikwil, sampek boseennn liat nya, aktingnya juga gitu2 ajaaa;6;Negatif
Fresh banget ini apalagi untuk perfilman indonesia;1;Positif
film nya keren banget BAGUS BANGEEETT pemainnya, full color;1;Positif
keren banget. Jarang film indonesia kayak gini. Maju film INDONESIAAA FILMNY juga lucu.;1;Positif
tenyata.... Waaaw sukaaaaa bangett sama film ini♥️♥️♥️;1;Positif
Kita butuh film seperti ini untuk memajukan film indonesia;1;Positif
KEREN bangeettt BAGUSS FILMNYA HARUS NONTON;1;Positif
Aku harus nonton FILM INI harus seru BANGET;1;Positif
Lebih keren harus nonton ini pokoknya!;1;Positif
Wow pasti nonton ini seru BANGet keren filmnya;1;Positif
Akhirnya ada film indo yg fresh dan berkelas gini, bagus! Wajibb nonton;1;Positif
begini baru film keren bangettt wajib nonton pokoknya maju terus film indonesia kerennnn;1;Positif
film indonesia semakin baik kerenn banget akting wajib nonton harusss banget;1;Positif
trailernya menarik jadi ingin nonton. Wajib bnget nonton;1;Positif
Semoga penontonnya banyak!♥️ kerennn banget wajib nonton;1;Positif
Apaaansi gajelas bgt trailernya, alurnya gajelas, cuma makeup dan outfit yg totalitas mengecewakan ga rame bikin bosenn;1;Negatif
Kek nya garing. Skip;1;Negatif
Gimana mau maju film indo film jelek gini ga ada rame ramenya bosenn;1;Negatif
Kamaren gw nonton pas alur tengah sampe ending kurang bagus ceritanya 🙏🙏;1;Negatif
Kali ini kok kecewa ya;1;Negatif
Film Indonesia tuh ga jauh2 ngikutin film luar negeri;1;Negatif
Hari gini masih percaya ginian. Terlalu kuno nonton yang begianian mah, pembuat filmnya ini mah kuno.;1;Negatif
males pemainnya gitu terus reza lagi aja ga rame;1;Negatif
Film indonesia mudah ketebak;1;Negatif
NIH FILM NIRU FILM LUAR MALES NONTON GA SERUUU;1;Negatif
ga seru film yang mustahil dan pemainnya ga lucu;1;Negatif
Gax ngarti gue alur cerita nya ini film...jadi bikin bosen ni banget maless banget;1;Negatif
sutradara Indonesia yg gak punya keahlian dalam membuat film tapi cuma bisa ngejiplak cuman bisa niru basi jelek ga bermutu;1;Negatif
film begini ga bakal laku pasti jelek hasilnya males buat nonton jelek ;1;Negatif
Film nya BASIII GA RAMEEE MALES BUAT NONTON GA SERUUU;1;Negatif
